policy_id,policy_uuid,hcpcs_codes,icd_10_codes,original_text_length,cleaned_text_length,text_reduction
ffdddf60-0536-4a5c-a4fe-5558d6a2e674,ffdddf60-0536-4a5c-a4fe-5558d6a2e674,0205T|93799,,32213,31224,989
ffdd8f5e-4668-42f0-a3a0-8559dfc4e3f0,ffdd8f5e-4668-42f0-a3a0-8559dfc4e3f0,J9333|J9999|C9399|J3590|J3490,G70.01|G70.00|G70,10548,10157,391
ffdcc16e-0673-44bb-8ded-9f8ed1137486,ffdcc16e-0673-44bb-8ded-9f8ed1137486,80053|85046|Q4081|82575|80051|J0887|J0604|Q5105|82330|82306|80076|J1200|J1940|80047|J1756|J2916|80069|J0610|83550|84540|84466|87081|80048|J2501|Q0163|J1270|J0606|87075|J0882,,7118,6689,429
ffdc6676-6407-4db6-9221-1d69ba7fa44e,ffdc6676-6407-4db6-9221-1d69ba7fa44e,62369|15934|67413|25442|21050|26565|43280|26715|25608|43235|43453|16035|21558|25115|23430|26437|27560|64568|43254|54415|49402|64912|69450|21235|46607|62230|54512|43242|43197|25492|21267|15750|37227|11623|27394|49082|44312|64418|64713|27412|52344|11971|23400|53210|43259|28288|27443|29870|27048|59070|36575|45541|64736|45000|25272|26030|37238|30469|56700|66850|23174|69530|28110|50693|64628|47556|27323|24587|24366|55520|30903|31298|50553|25605|15260|26665|45385|21015|23184|23480|44100|67560|52234|23800|23935|68115|21044|43276|46220|52260|26412|26535|54057|59412|58671|47552|66185|19370|54312|28605|42226|45341|23412|38308|11404|64454|23395|21100|42281|62351|40654|12051|15835|24566|32557|28585|55876|26115|43255|36522|29820|26420|27607|36572|59012|60220|31040|65272|67108|45150|23474|27105|25031|25101|50593|19318|27824|28304|20822|44406|29893|66982|21230|21936|31730|15822|57461|64771|23552|26479|46250|23802|53450|65235|66174|27509|36860|55535|42810|11770|26510|15832|29875|69436|33902|38520|66680|25263|46260|26037|26350|28043|38550|51050|64721|44402|12015|58805|21453|30118|64446|25445|64595|58542|27691|52630|57300|21401|68520|64714|49446|43204|52305|50694|24332|29901|21127|15040|45382|21557|57510|27550|33213|23545|54300|22905|67107|29897|29860|44970|40818|63655|36906|49325|21935|27355|58660|65820|15576|27769|28226|62280|49084|0237T|23491|28322|12037|15950|31572|31640|14021|25392|58562|21030|64635|38305|69662|68745|27810|32960|54304|62269|28020|21172|50590|36821|32552|50592|29881|25425|27059|27499|26705|42700|57022|36514|29887|31551|21123|24360|43761|62360|27425|64616|15878|67917|69222|19110|51785|52290|14301|26746|20206|15820|28340|27060|27347|54110|54408|57250|67343|57426|44390|28415|25350|29819|31070|21194|36557|67316|33271|26210|28295|27658|64907|35876|36903|66988|54860|64570|67415|19120|45381|58346|27600|27884|26020|31825|27325|65260|65270|27758|31020|45389|38530|10180|67405|57310|64834|29828|25265|40520|55500|49650|43210|24138|49592|55100|20693|15050|27441|65800|16025|46288|53010|53270|28173|64823|42235|26541|27750|28810|28300|29824|28116|29895|59870|33229|27327|19101|27818|28002|54115|54861|21343|43246|23078|27000|24125|20240|31513|14000|12055|58700|42408|55705|49553|52301|26320|28270|15150|25035|23462|27532|61215|28022|11450|49460|65290|42310|63661|54380|67445|15836|27752|27831|40500|31578|25370|26121|26605|28750|50947|60252|26140|65900|66605|69552|54001|31615|21060|26432|31611|25248|24546|25111|29855|46230|24342|64840|65880|21014|27418|64895|40801|64897|69601|64417|27305|53605|15944|24495|64600|11446|24116|40831|66920|64742|52250|33215|31592|26474|13152|20205|69801|27098|30410|66150|24620|31531|21011|21600|25393|15135|64625|26561|27502|23625|29821|28286|28307|43278|27610|67912|25606|58260|55110|49505|27893|43232|56442|23630|15834|53430|25805|33901|49324|45910|36810|25150|28272|27331|43239|43215|56605|40527|23330|15773|27381|38300|22612|43270|27307|54437|43888|15738|25066|52283|60280|65450|27594|14041|28545|65093|63081|45334|14061|26060|36561|54840|21925|57800|42826|40650|43248|22904|28436|20662|27067|52330|27033|27429|53000|68770|24155|25607|51715|23030|12044|49436|58544|46707|30320|22902|31085|42665|43220|25505|22900|43198|54522|26428|43247|25652|69631|25800|27041|25320|24134|29866|59150|67904|20973|27848|11443|38700|27513|21462|43229|27428|27514|41009|52315|27760|26483|25073|53447|49440|52001|65285|24579|21501|23660|26390|25071|62225|41008|54865|25394|31603|69150|41016|30125|31535|25240|27652|27570|21502|11441|27427|43236|25526|38555|11424|41899|54352|21480|26205|15952|25685|27889|57130|11012|61055|24073|61885|24152|10007|27535|23665|59871|21048|41800|65815|68750|36831|66630|24577|26685|67882|32400|24635|27604|21339|21445|45335|63003|38760|27197|37785|31652|21242|21215|20663|25337|62321|55875|43277|28306|12007|28261|54550|43202|26135|42220|69636|15275|23500|46760|25210|66180|38572|45340|49550|26471|57550|66830|28309|15823|21355|19298|15825|50432|64746|65114|28296|23406|49614|27860|43216|22514|25136|38570|53235|27230|28505|15776|31820|67218|12017|27605|57522|29000|58800|46221|42507|28003|64680|69714|46050|15953|53200|27822|26236|27762|67041|28298|37243|26025|15937|28344|49321|29861|43243|21550|55874|58974|21046|37246|64718|69632|45305|13120|56805|25545|66820|37718|28406|42340|26492|55200|62272|37500|23670|10009|55400|53442|49600|21208|49525|49557|28315|57282|26476|67312|25310|36583|27603|49451|58541|63046|21725|27087|29800|56740|28140|26499|26850|33210|51860|50384|43196|25335|36820|27335|25431|25355|67916|42104|64891|23020|29889|65420|53854|15130|11444|60212|36904|26842|27659|67924|21454|26567|30460|62370|58600|67311|54385|49520|28666|21013|42860|11402|15572|54161|26416|54680|31267|29876|27246|34490|55550|29874|62380|58572|45332|27816|29904|25301|44180|28054|19307|26035|12036|42415|25100|40700|21206|27097|23490|27676|20972|25316|21490|63001|66987|25078|42106|31235|15730|12057|64885|58356|60210|15760|68325|45171|54800|21320|59866|69650|50081|26525|41251|37184|66986|27250|50555|21240|37650|67808|38232|38505|25230|25360|28465|28289|21010|25077|42806|49555|29835|29838|11463|43200|24075|46030|23065|24925|C2640|23700|63056|42600|24685|27625|23107|68330|33249|46922|26607|25525|31420|42205|55120|23585|28106|64590|11960|44380|67346|64646|44407|38542|21700|26645|28102|69915|25107|54830|45320|27842|52317|54322|31626|26548|26591|57295|41010|30905|28234|26250|54692|24565|28122|69719|21244|25490|28280|41005|37790|44340|49450|67973|28240|46750|65756|62361|24140|47537|62322|31529|54690|49000|29845|27656|24077|29914|31086|42825|19355|29902|54160|64483|15935|24300|24340|25020|28230|43194|52287|58560|64898|11606|65782|65101|53446|27086|27257|49406|52204|31520|66710|24370|52240|45388|65920|24149|28090|27043|50576|42410|25001|26844|30468|65150|52400|68550|26434|25624|64448|21811|65175|27832|46946|54406|26450|56625|44381|58550|53444|59830|44365|69667|27892|49419|69140|27840|44373|57268|25455|65265|15120|64569|64858|44369|65810|11043|21047|26070|41115|36570|44379|24802|37248|66852|28112|44360|33264|57291|67971|67900|69710|58976|15273|26262|59840|28292|33289|23066|61500|43180|27654|28476|38573|46257|64712|31231|20950|23460|68816|27786|28107|69300|64896|30802|26742|27340|15940|66170|21933|64681|25365|23077|26590|24071|42900|24530|36261|36455|27447|69726|15115|27424|65112|20924|27675|33222|24341|62273|36555|47553|47563|63011|64585|23525|36563|25415|40814|50727|57283|27416|67902|23075|15922|27442|27360|31630|55873|31645|43212|43886|19285|33214|30120|25120|25810|64451|24115|27756|36556|24136|30400|42210|45500|27814|52648|49429|26518|26105|62328|25119|57156|66625|64415|24670|28531|27846|31830|47000|31541|16030|15731|22903|21338|63662|58353|43653|50396|65855|66984|45303|64766|53080|54410|64864|22310|27047|37230|59820|43261|26170|27517|15570|24345|50980|69676|30220|49615|69550|41113|28050|24605|29868|43762|26418|28485|44401|52649|57210|66155|28645|31000|65400|63015|21812|27446|65130|11423|11044|45392|23195|30620|57410|31643|37780|27198|11406|66700|29827|0234T|24535|30310|42720|54670|63688|50434|27345|59821|62362|26520|40525|45391|26440|27096|47382|43240|15100|42815|68700|21325|54900|31624|20200|42450|36905|65103|65772|67145|15876|15841|52310|42505|28192|64892|28208|67141|27784|23465|64580|22510|64647|52010|31636|29867|52281|19328|64865|31574|11921|41019|42320|15620|46754|65755|33233|26373|64831|37221|53405|33218|58263|49441|53502|52640|0236T|53449|24560|54324|55175|54401|52356|41252|26370|41000|43241|24586|23125|53250|69424|25443|19085|24120|52276|49465|64890|54450|31526|26951|23470|30430|21555|50561|46255|64893|26080|12020|54316|21400|28047|69728|38510|25112|29806|25660|36513|23415|62350|42182|26516|13160|27640|26676|50382|43227|23071|31527|28060|15155|27080|53220|58820|26111|61330|31300|54326|27111|23530|15240|15826|21421|57530|28735|28820|45108|27330|27339|21932|43231|21485|47538|11011|43870|63744|46940|64461|11403|68500|15946|25922|26449|25680|45331|12005|62325|51500|50955|69620|27613|69711|37229|28305|58662|25535|0419T|43244|43763|25670|28264|30930|36815|49507|11420|59074|23044|40820|31591|67830|23334|11646|37700|50948|28755|27641|27045|27632|27698|58291|48102|23040|27332|31200|28238|36832|21249|69511|69644|22513|49423|27310|46606|25023|25676|28045|43775|54060|13131|29900|46601|49418|69641|23190|27730|54120|24371|41870|57010|64886|22856|52325|27390|30462|21120|26352|43233|50970|21029|64479|24310|22505|25929|24160|66175|28010|66930|28113|19342|69320|12054|42950|50390|0420T|24330|26608|64555|27066|37212|28210|11010|21340|25251|15110|64583|26545|36581|52450|33224|29848|29847|59320|31580|28737|50575|27720|23182|29846|23466|56810|65410|67031|37226|32994|20983|28320|33262|36482|33226|26542|67516|27435|46615|26410|28035|31646|23675|21122|55250|31256|33263|31051|57220|47539|66991|21125|26113|26180|66989|36640|41007|65135|25250|57520|20910|28055|25295|65770|46280|31292|28039|51020|54100|45308|40843|52354|26116|26727|40844|11401|37609|26496|53445|36902|24505|23031|24600|52343|69645|24666|44403|46080|53240|31050|25332|36566|21385|27894|26185|63057|26580|43281|52007|29891|49521|64856|24500|27438|27606|32408|33217|29046|36597|27602|43252|44391|54360|64772|64782|29843|26952|36596|57415|23101|31536|23570|37228|47554|43192|54328|27825|21407|25076|64610|45505|40701|64836|67875|21248|28730|42821|33241|65091|66183|26862|35875|42300|58571|69740|46275|29863|27216|23410|22100|19302|67950|46270|27826|24150|11042|37761|43263|33208|27516|53850|49083|21270|69666|27687|26910|21243|31297|27496|37241|27403|67025|62329|53440|43205|42215|52214|64835|25126|27503|19083|14040|23505|65775|C2639|62267|37211|29905|26841|33216|15945|25444|27420|27380|64582|66184|21275|21139|12034|12052|69602|27396|68326|24420|67400|49591|37200|36568|58615|21012|11400|21390|62367|28088|15936|12016|45100|26675|40652|30520|27052|68130|67911|67975|25515|49421|49595|53510|58674|54400|50961|28150|54162|15956|36819|45307|26130|27238|69610|22102|66985|49491|28008|67120|64857|20690|51080|44950|27650|35206|24515|28312|27265|25391|52000|68720|50557|37765|64776|27768|31625|45020|69805|29888|33206|45990|57425|43226|44363|20553|46261|27780|69205|19371|37187|15734|31648|44384|27781|26755|28341|45905|59151|31546|63664|20900|31287|42890|63650|27759|54640|21181|54163|63045|28308|50200|31084|46753|25065|25270|28525|25825|23145|31090|36818|63048|54500|26615|15837|69310|31635|25275|53400|26843|25085|27524|69110|25215|42836|11771|28665|12056|62365|25400|46285|26118|65275|31233|36576|65105|43251|28445|36833|67015|57120|26460|33903|21150|62320|42962|58570|41017|24362|53085|69604|56440|23155|58120|27740|54600|27256|69670|27440|54520|68320|44364|45386|64644|57400|15780|27538|64416|24331|62282|31647|31255|45350|21556|45390|33227|21031|26445|31577|50695|31087|11970|52270|52341|24655|33223|42955|24101|69660|38241|42200|50389|66250|67974|66505|15736|31276|58672|53460|64420|41018|69505|36560|50957|28345|56501|42140|27620|28575|33212|20225|25130|27792|28104|54505|31295|25651|27202|26215|27690|66635|67914|27275|45172|64763|10021|27626|27392|28555|28496|33285|43211|24301|30140|56620|64774|20912|67550|36590|65710|50562|22554|50433|53500|69730|20103|67043|43245|46700|42335|45380|19283|26230|26536|45379|29851|25280|64449|64821|26340|29837|62324|43752|27705|67440|26494|27050|40761|36260|64802|57106|64734|20245|57023|49411|27520|44377|30117|64792|25447|24102|31502|19350|26686|28052|27702|47555|60240|65110|22633|65730|10035|15833|45317|25315|26540|43756|47383|29883|19316|27616|58543|64430|41510|24615|30600|25430|29884|27372|C2641|25075|44382|21121|45315|31634|37236|24545|64708|36573|11470|27397|52300|27395|53425|66600|69910|26145|43887|53020|67314|61026|28041|64786|68510|54000|50551|52327|25135|42425|21552|52282|15775|57289|42804|15951|63005|47564|31570|46505|64822|12045|26433|21465|59001|54308|23515|24006|46070|61770|26034|33270|15821|20692|32553|32550|69642|31623|58661|23170|31576|36830|64584|15839|25028|29840|54560|25116|67908|31717|64425|36511|49320|27329|28046|25695|50570|45346|57155|21137|58673|25609|24065|45005|37607|12018|27409|36475|60500|26991|49613|67039|66825|28011|24320|11772|23450|28153|26770|45130|66840|28092|25118|36571|45342|12006|63020|25440|49180|43266|29862|45337|24305|27393|33221|26117|19081|28262|69720|33228|55530|27681|33220|25520|31545|49540|27498|20680|53420|21610|10011|26568|41520|15824|45378|27618|15220|37225|23156|66160|29804|64704|26480|24357|65778|57720|61886|15879|60200|43217|31257|52441|27405|28310|54650|58350|33230|23120|35207|69806|54111|21450|45321|67880|15840|25426|45330|50953|30465|23073|52318|66740|27709|66761|67010|52277|60225|64421|67036|29899|26477|54660|20670|67414|20525|49594|62281|62326|64732|27003|33016|69635|27437|27828|31030|26706|36584|27306|67450|50972|21026|27333|23130|64620|11626|31571|27665|30580|57105|63663|23140|25375|54405|21040|31631|56515|20150|26485|26498|29807|31613|57265|42725|28299|47536|67255|21138|64642|69440|50387|27497|20660|45333|64510|38571|36835|44378|64463|42870|68328|12046|14020|42820|13132|38740|36512|45900|58553|58670|63610|52320|47540|30630|36901|15845|67935|25300|68505|25441|47533|67570|26517|58970|28546|42440|27266|15200|22325|54015|10005|58561|63040|46924|64633|37220|28126|15829|28111|26650|11604|15771|40845|40842|61888|30435|21070|44370|22901|46258|25125|28103|57230|28124|29877|57288|63267|64905|15574|15756|33235|26860|11471|27356|44372|23921|14350|28725|55040|58145|26392|15002|53431|64795|24147|10121|21820|24800|50580|67835|32555|49250|61070|31075|52332|52346|20220|69646|33900|28080|59076|50436|55540|19357|11451|49442|46045|31240|25907|64450|62327|64910|28705|29836|43237|27130|46614|25312|21280|47541|54901|37192|15600|52700|45384|65426|65930|69729|23333|66983|31605|26235|27065|51102|25274|67901|36002|45309|31080|30450|46706|45398|43262|45190|40510|57061|61791|64726|27829|29040|31296|65750|55180|25675|27823|28100|29885|66130|50976|25931|67005|15933|29886|33240|43253|V2785|66500|15610|27601|24079|23105|24363|28285|36580|27634|66711|43260|54318|42500|28405|29805|30915|28024|27637|69637|52402|25628|23106|43201|66940|29907|52351|50435|43275|27530|20922|27562|27614|31649|69727|45915|28175|26045|31512|57065|20551|25574|28119|28114|28118|37735|26040|27700|44389|68335|29916|25449|26123|58262|11421|23575|26426|62270|44388|31530|23076|55680|43450|27364|26587|25450|21260|45560|52345|27350|24164|54065|31511|57556|45347|63055|26356|65125|23420|52500|24576|64520|44392|64530|66682|30420|30130|38206|28636|21452|57240|23520|31554|49426|36478|15828|27612|58554|23150|69145|27337|30801|36861|26508|24110|27475|21497|25109|46761|28760|68340|11760|19020|23455|69120|65865|33231|27326|27734|29825|46608|38531|46611|27685|53215|25491|69717|11624|57020|47562|31205|15740|21199|53410|28086|28291|28615|26546|46200|19125|51535|25671|50437|19303|27252|58558|31561|27110|21422|60281|45349|46610|37193|42808|26200|21025|31622|42107|29898|23550|21461|13101|25259|31750|65155|67030|24100|26489|27357|40819|65140|12053|15877|26555|28400|52275|43193|28072|19380|50951|25645|65781|24130|31641|26500|26260|44361|27566|52235|36558|25565|25024|64493|29882|67121|25260|25635|36582|52601|21336|26372|31612|67430|27040|49407|25820|15920|42975|67113|42830|57260|67250|24400|27745|24575|27827|43757|26531|53040|67840|64486|64861|28576|28715|51520|58555|27501|64630|23172|23440|42831|55725|24361|63042|27093|0216T|26550|46040|19296|21295|49422|C2638|23000|27510|26110|69421|24498|24145|28260|29880|28171|63030|69643|54220|31510|28130|28606|44376|27726|21920|62268|26075|52285|42892|13121|52224|54205|64862|20696|35188|23405|43238|28675|27386|28160|15770|25000|42180|15277|21451|24665|38230|49452|30920|19330|44386|13100|54620|64517|19340|63047|25290|33286|38745|64722|41827|43213|29850|27732|12047|25690|55720|24344|27638|37760|58552|29906|66020|62294|14001|11426|31032|31238|44404|21365|59160|69905|54435|23605|67903|27400|0213T|31237|55860|26497|64581|21931|21337|67921|28313|27328|32556|51710|24516|42227|31614|26560|21720|14060|29823|26756|24359|33234|19300|58559|69502|27100|28193|11644|54112|68371|25830|27742|33273|27334|27647|46604|67115|28456|24470|42420|28420|52005|19325|54700|36578|11442|50574|52342|67040|69603|56630|29830|31201|28435|54340|19112|68540|20982|25110|28297|20650|0238T|28250|37197|45160|23485|20920|23650|42510|69930|27407|40702|21315|23146|66172|26415|26055|55600|29844|20250|38500|49593|67966|25446|27788|27766|27430|20902|31253|47535|64435|21195|58546|21209|64553|23100|25390|26735|31560|30115|28635|19396|69745|25105|51992|65280|37722|38222|43191|64744|53665|21245|64719|40530|64740|28225|67027|22315|45393|29856|44500|31573|43249|64490|63035|21330|57558|23180|27619|43195|57200|46917|31629|26596|40840|27415|55041|27049|38525|43250|20610|43257|57180|21335|57460|52353|24000|26765|60000|42972|26990|23035|26160|64790|42409|65850|30160|25575|36565|59841|64738|54530|15650|21440|62323|31081|67909|24105|46020|42405|62355|29822|21345|25040|54105|21386|46612|21470|26011|21016|64605|27267|27830|46947|30150|43264|28222|28108|30906|44405|27500|46930|21282|56800|59072|68525|42120|21034|28825|63600|51040|53515|27324|31552|31288|69700|43274|23930|58563|68362|27695|25405|36262|24365|51726|67318|31515|21246|15630|27385|44394|56441|26562|28302|27664|66179|26358|26593|30560|29915|51045|26455|27508|27301|64702|66821|27680|43774|29871|68811|53520|55700|24076|33207|24675|51880|12035|21356|23655|43206|49651|58290|23532|28070|54150|65875|67961|15271|26357|23931|36589|61880|31628|27615|33211|26502|27235|15842|58573|29873|31528|37766|23680|24582|26490|53265|31525|54348|37224|15838|64640|31653|63012|27635|31540|29879|61050|58925|67906|28005|64820|64716|36800|30124|25420|31638|32554|42835|27808|31553|65870|67715|27001|64575|28200|27035|40816|27062|64624|26442|61020|26852|52647|42225|54344|53505|29834|27870|43030|45327|25145|28120|46262|65780|28062|31500|41821|57000|60260|21198|36516|52355|30545|69716|29894|49500|27220|28202|58900|49495|54440|57135|62194|27479|66030|44408|19301|15830|45338|69501|51065|61790|63685|19100|21554|24410|15733|12021|22551|27696|57513|37188|27871|31254|49501|36825|24435|43265|43130|15941|26100|50974|57700|57511|54420|53260|31239|54164|15931|52352|25025|67042|21296|31400|67227|42509|58565|43755|55060|24538|23616|15769|27391|27707|31259|62368|36585|29892|64447|11422|20694|21360|27686|15004|26530|30540|64788|63746|68810|42145|24430|11440|42000|42305|25151|53230|26776|24201|44385|59812|36595|24346|26478|37242|64488|41114|67923|24126|42260|57287|27704|46060|54416|69661|21210|21406|28740|55920|15958|24066|58545|21685|43214|50688|36569|47534|41112|41015|64445|50080|10030|11462|40720|41120|27279|41116|66225|57320|59414|20251|44366|20665|67412|21930|27552|23472|27422|53852|23615|55150|22511|50572|26820|49496|69633|23540|27006|13151|24358|42960|41006|21813|31755|53275|66720|23397|37231|64561|50385|26785|64784|21032|67420|68815|24343|52334|27630|49322|68360,,21553,2895,18658
ffdc3695-82ee-469c-9d88-7e408782fa8f,ffdc3695-82ee-469c-9d88-7e408782fa8f,,,14739,14434,305
ffdc1e54-7f3d-49a6-8aee-063bfbf5b8a3,ffdc1e54-7f3d-49a6-8aee-063bfbf5b8a3,J9049|J1930|J9041|J1932,,4648,4251,397
ffdbf4b4-d9d2-4a34-84b4-865de7631b0f,ffdbf4b4-d9d2-4a34-84b4-865de7631b0f,96446|96547|96549|77620|77605|96548,C18.8|C24|C57.00|C57.02|C18|C19|C22.0|C23|C57.7|C16.6|C18.6|C16.4|C22.4|C56.1|C22.7|C26|C24.0|C57.01|C56.9|C17.8|C57.3|C17.3|C22.2|C79.60|C79.61|C57.4|C16.3|C16.9|C16.0|C24.8|C22.8|C48.8|C16.5|C57.12|C22.1|C16.8|C18.9|C18.2|C26.0|C79|C22.3|C21.1|C23GYZZ|C17.9|C57.20|C18.0|C48.1|C17.1|C57.22|C45.1|C21|C78.6|C56.2|C23YYZZ|C56|C57.10|C17.2|C79.63|C24.1|C21.2|C45|C16.1|C22|C23GQZZ|C21.0|C48|C57.8|C23GKZZ|C18.1|C23GRZZ|C18.4|C18.5|C24.9|C48.0|C79.62|C26.9|C21.8|C56.3|C16.2|C78|C20|C17.0|C17|C23.|C23GMZZ|C48.2|C57.9|C57.11|C22.9|C57|C16|C26.1|C18.3|C18.7,11640,9797,1843
ffdaf930-4cf5-442c-a57b-fcb4fa187f37,ffdaf930-4cf5-442c-a57b-fcb4fa187f37,,,12558,13137,-579
ffd9d02f-a04c-4abf-9448-6bb8545ff13d,ffd9d02f-a04c-4abf-9448-6bb8545ff13d,G0105|44404|44406|45389|45385|44392|45393|45384|44402|45386|44407|45390|44388|45392|44405|G0121|45379|45391|45378|45388|44401|45380|44394|44389|45382|44390|45381|44391,C80.2|R71.0|D12.4|D12.5|R19.8|C49.8|T18.4XXS|C49.6|R10.13|D12|R11.13|R10.12|A42|C80|K51.40|E44|K64.4|C48.2|C21.2|K51.514|K50.013|K51.012|Q85.82|T18.120D|K50.818|K63.4|K51.018|C78.6|K63|K57.40|K51.513|K63.3|R10.2|C46|R19.4|K62|R10.0|C49|C48|K62.0|A04|A41.01|D12.2|A06.2|K51.00|K64.8|T18.108S|K50.018|A41.4|K51.814|T18.3XXS|T18.2XXS|R11|K56|C49.5|Z86.004|K62.89|K62.4|D12.8|K57.41|K51.518|D01.0|T18.2XXD|K51.413|R19|C49.A3|K51.213|R93|L83|K50.811|K52.22|D37.5|K59.2|C18.7|K50.814|K51.312|D12.3|K51.411|Z86.0109|T18.5XXS|K51.511|R10.31|C18.8|K92.89|C49.22|K50.813|T18.190A|K50.011|Z87.19|A41.02|T18.8XXA|T18.120A|K64.1|K55.20|K50.00|A41.59|K64.9|R19.7|T18.198A|A18.32|K63.2|K51.512|T18.108D|K56.0|A41.53|A06.9|Q85|K57|K51.412|E34|T18.3XXA|R10.32|Q42|C49.9|K64.0|C48.8|D37.3|K91.89|A06.0|R19.5|K57.33|T18.9XXS|C19|C76.2|T18.190S|K51.212|K59.89|C78.7|E44.0|T18.4XXA|A41.50|K57.52|Z85.030|K57.21|K55.1|K52.1|T18.9XXA|K50.112|T18.118D|D12.9|D01.2|C18|C21.1|K64.2|K63.81|K64|T18.0XXD|Z85.05|K62.1|T18.100S|Z87|C18.5|K51.314|K52.89|Z85.038|Z85.020|C18.2|A04.3|K52|K56.690|K51.414|T18.110A|T18.128D|C18.4|C78.5|T18|K52.81|A06.1|K63.1|I78.0|T18.118S|K57.20|R71|C49.10|C49.A2|K90.1|C49.12|R10.33|K64.5|K52.832|K51.80|Q85.89|K52.3|T18.198D|Z85.048|T18.100A|K51.318|K62.7|Q85.81|C76.3|K51.014|A18|K51|D12.7|C49.A9|Z85.520|A04.72|A41|Z86|K57.50|E34.01|I78|D01.3|T18.2XXA|K56.699|R10.11|A41.54|C76|K55.21|K56.691|K55|K50.113|K56.2|D37.4|K51.313|R10|K50.111|K50.80|K56.52|C49.A1|Z85.230|C45.1|K62.6|K90|A06|A41.52|D37.8|K51.013|K57.32|C21.8|T18.118A|K50|K51.50|T18.110S|K55.041|K50.812|C49.11|T18.4XXD|T18.128A|C20|C49.0|T18.100D|C49.20|K51.418|Z85.821|D01|K51.218|K56.3|Z86.0101|K55.8|C49.A4|D50.9|T18.120S|D12.6|K55.039|D12.0|K50.014|K51.311|K92|C49.21|R10.84|Z85|A42.7|K55.032|T18.8XXS|C49.4|Z85.110|C45|A04.71|C78|T18.0XXS|E34.09|C18.0|K50.012|K51.818|K56.41|K56.51|T18.198S|K51.811|K51.813|K50.114|C49.A0|T18.110D|K64.3|K63.5|K52.838|C21.0|D01.1|C48.1|K52.21|K51.011|C18.6|T18.8XXD|R93.3|T18.108A|K91|K57.53|K63.89|K59.81|T18.5XXD|K52.831|T18.190D|T18.128S|K51.211|K50.10|K59|A41.89|K52.0|K62.81|Q42.8|Q85.83|Z86.0102|C49.A5|A41.81|K62.2|K51.214|E34.00|Z85.040|K51.812|A41.51|K56.50|T18.5XXA|A04.5|K55.031|C49.3|K57.31|K59.1|K52.29|D50.0|K92.2|K62.5|A18.31|D37|D50|K92.1|C21|K50.118|Z85.060|K56.49|C46.4|C18.3|T18.9XXD|K57.30|I33|T18.3XXD|K62.3|D12.1|T18.0XXA|C18.1|I33.0|K51.30|K51.20|K56.1|K57.51|K52.82,89211,57535,31676
ffd96ac7-2996-46db-a825-b38e97965ae8,ffd96ac7-2996-46db-a825-b38e97965ae8,J3285|J1325|J7686|J3590|J3490,,18691,18212,479
ffd9648d-8be8-437e-ae20-9ee332dc4033,ffd9648d-8be8-437e-ae20-9ee332dc4033,84590|88348|84591|82310|86353|82725|84999,Q10.5|Q10.1|Q10.6|Q10.4|Q10.3|Q10.2|Q10.0|Q10.7|Q10,14363,14190,173
ffd903f7-e02e-4c76-97a0-1f352a4c9e34,ffd903f7-e02e-4c76-97a0-1f352a4c9e34,,,8288,8299,-11
ffd8a7e4-b34f-4c9f-8f37-64f3ceccc328,ffd8a7e4-b34f-4c9f-8f37-64f3ceccc328,33477,,41988,41320,668
ffd7d002-6f52-405c-8b5f-3cdc028057ef,ffd7d002-6f52-405c-8b5f-3cdc028057ef,L1836|L1820|L1848|L1810|L1833|L1832|L1846|L2830|L2397|L1830|L2820|L1831|L1844|L1860|L2395|L1852|K0902|L1834|L1840|E1810|L1845|L1812|K0901|L1851|L1850|L1847|L1821|L1843|L1800,,17069,16121,948
ffd7a084-7047-4b64-b365-13797f5eac3e,ffd7a084-7047-4b64-b365-13797f5eac3e,,,11104,11002,102
ffd78fb4-e52f-4e22-9ba8-4be7540f3692,ffd78fb4-e52f-4e22-9ba8-4be7540f3692,E1399,,11740,11429,311
ffd75b4b-411d-4341-bfc3-7a8659ce5958,ffd75b4b-411d-4341-bfc3-7a8659ce5958,15823|15820|67904|67923|15821|67903|67900|67914|67921|67908|67916|67901|67917|67902|67906|15822|67924|67922,,23099,22589,510
